WKI_WorkItemNumber,WKI_Status,WKI_Summary,WKI_SystemCreateTimeUtc,FH_CompletionStatement,P9_Status,P9_ActualDate,P9_Description,P9_Type,CodingTime,details,Classification,Explanation,product_area_raw,product_area_canonical,product_candidate,feature_description
WI00894799,CLS,[CCA] DHL! Place of Receipt/Delivery - Finalization,09-04-2025 6:02,Publish,CLS,27-08-2025,Publish Update Note,DEP,20.63333333,"JLY 23-Jun-25 16:11 GMT+10:00:   HLD WI   HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=5eda5630-3d83-4653-9cdf-2aa399ebaa71&VersionNumber=25.6.23.10&Domain=wtg.zone&Instance=ediProd&Hash=%2bxGcmIn7R3Lm1AyWH8OwGS7zNsmeL6Mzf"" WI00864365 - !CR7 - DHL [ALR] Allocation Routes Sub-Allocation - New Fields & Steering Search    figma link  https://www.figma.com/board/HojTcAQ5PPIScdOZfe70v0/DHL-CR7--Allocation-Route-Table?node-id=361-106553&p=f&t=NMsdXbg2mACFtMez-0",,,,,[CCA] DHL! Place of Receipt/Delivery,Finalization
WI00955368,CLS,TM2: Review RF Main Menu,26-08-2025 1:51,Publish Update Note,CLS,18-09-2025,Publish Update Note,DEP,15.25,"YSH 02-Sep-25 11:35 GMT+10:00:   For Functional Review:   - New functionality:    - Diagnostics has been moved into the Register screen    - Release has been moved into the Outbound module    - New Tasks button has been added into the Main Menu. This is hidden for warehouses that do not have task management enabled.    - New tasks button should direct user into Get Next Task module   - Revised functionality    - UI has been updated on virtually every screen. Notably new buttons design    YSH 29-Aug-25 11:02 GMT+10:00:   Following discussions with Product and Design team, our final design and goals for this work item are as follows:   - Apply the proposed changes in button layout as described below   - Move the Settings and Logout Button into the top right using Material Design icons in the toolbar   - Update the Application toolbar to now be the Supply Brand colour #371ee1   - Update the button styling across our application    - Buttons should have rounded edges and a light outline to help identify them    - Colouring, fonts and other styles should not be updated for the buttons   - New tasks button should now be conditionally visible based on if the warehouse supports Task Management    - Button should direct to the Get Next Task module in Glow using SSO    - Get Next Task module should function as expected once launched    An update note should be published for the new revised main menu, and updated button stylings + toolbars    CKR 27-Aug-25 17:04 GMT+10:00:     Luke's design proposition for the new Main Menu https://www.figma.com/design/KdOg97A13ZQazhgL6QhWO4/DPW---Product-Warehouse-Master-File?node-id=9505-14051&t=qsrixMXVPzn1eLqx-1    In a Nutshell:  (1) We put 'Diagnostics' + 'Register' under 'Settings'  (2) We put 'Release' under 'Outbound' (If it was up to me, I would remove it entirely)  (3) Legacy Modules are put at the top  (4) Glow Modules are in the middle with an icon to emphasize that it opens the other app  (5) 'Settings' and 'Logout' at the bottom    YSH 26-Aug-25 11:50 GMT+10:00:   Review the RF main menu and determine if any UX changes are appropriate.  Consider how adding a TM2 menu might work here.",,,TM2,TM2,Review RF Main Menu,
WI00820178,CLS,Value (Destination Country),22-10-2024 16:38,Publish,CLS,19-12-2024,Publish Update Note,DEP,16.66666667,see eDocs.,,,,,Value (Destination Country),
WI00946326,CLS,NZ AddInfo - Move JI_ConcessionCode to real field JI_ConcessionOrder,05-08-2025 1:53,Publish,CLS,15-09-2025,Publish Update Note,DEP,40.31666667,"  NZ AddInfo has JI_ConcessionCode to represent the tariff concession code.  There is now a real column in the Invoice Line table to contain this value.    In this WI we need to change the code to use the real column (JI_ConcessionOrder) instead of using JI_ConcessionCode.  The current maxLength of JI_ConcessionCode will need to be applied to JI_ConcessionOrder using the MaxLength attribute.  As part of this change the existing data in the database will need to be copied from the addinfo into the real column.    See this WI for a similar change.    HYPERLINK ""https://ediprod.cw.wisetechglobal.com/link/ShowEditForm/WorkItem/6c923006-d6fc-4d04-a3a1-8f05a6f6caa3?lang=en-gb"" WI00864928 - [NZ] Migrate AddInfo fields to JobComInvoiceLine    ",,,,,NZ AddInfo,Move JI_ConcessionCode to real field JI_ConcessionOrder
WI00816873,CLS,PP: Add 'Use for Document' checkbox to Product CSV Template,15-10-2024 3:50,Publish Update Note,CLS,13-11-2024,Publish Update Note,DEP,44.55,"EVG 07-Nov-24 14:28 GMT+08:00:   For functional review:  Please test importing product barcodes via csv file, we have added logic for importing UseForDocuments and some basic validations for pack type and UseForDocuments,   please test the following scenarios:  1. packtype is not convertible  2. packtype is weight or volume and not stock unit  3. packtype is not stock unit and setting use for documents flag  4. more than one barcode's use for documents flag is set  5. none use for documents flag is set but has barcode with pack type same as the product's stock unit.  Other regression tests for importing product and barcodes are also needed.     BRS 21-Oct-24 19:41 GMT+11:00:   TECHNICAL DESIGN:  Add Barcode1_UseForDocuments, Barcode2_UseForDocuments, Barcode3_UseForDocuments, Barcode4_UseForDocuments, Barcode5_UseForDocuments to the OrgSupplierPartDataLoad schema, including parsing that from the CSV in AddPartBarcode  This column should be optional and treated as false if it's not present  Read this value into OrgSupplierPartBarcode.PH_UseForDocuments  Implement basic UseForDocuments validation on this field (see CheckPH_UseForDocuments)  Cannot be set if the pack type is not the StockKeepingUnit. Being careful to handle a changed StockKeepingUnit in the import too.  Must only be set on a single barcode per product, being careful to handle the flag being swapped between 2 barcodes in a single import.  For ideas on how this has been done, see IsValidChangeOnPartAttribReleaseCaptured and ValidateProduct, but be careful about the edge cases above.    CKR 15-Oct-24 14:49 GMT+11:00:     Current Functionality: Use For Document checkbox is not in the CSV Template, only updatable via Native XML or manually.    Desired Functionality:  add 'Use for Document' to the CSV Template.    Planning Poker Notes:    Client has 26000 products, cannot use operational action, has to do one at a time    16/9/24: ability to update this field 'Use for Documents' in Product CSV load",,,PP,Warehouse / Product & Pricing,Add 'Use for Document' checkbox to Product CSV Template,
WI00960407,CLS,add Related Orgs Fields to the PRODUCT LISTING,05-09-2025 19:34,Publish,CLS,28-10-2025,Publish Update Note,DEP,44.58333333,see eDOcs.    ,,,,,add Related Orgs Fields to the PRODUCT LISTING,
WI00884121,CLS,TW - Minor fix captions,17-03-2025 4:18,Publish,CLS,08-04-2025,Publish Update Note,DEP,3.433333333,"JLU 17-Mar-25 15:17 GMT+11:00:   UPN:HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=d232cd30-b153-4462-970a-719956262e42&StorageDocPK=efaf766f-6377-4fde-b501-ce3e450a1850&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=EDIPROD&Hash=%2bUU%2bUb4LtVLvFb3Pnd88zW5oo%2fDjJlBld"" CSY 07-Apr-25 09:29:  File WI00884121 - TW - Minor fix captions.docx (Update Notes)    1.   Rename 'Exp. Total' to 'Invoice Line Total' with short caption 'Line Total'   (Invoices[0].InvoiceLineTotal under the invoice headers grid)  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=d232cd30-b153-4462-970a-719956262e42&StorageDocPK=89749c49-df49-4219-979a-d8ea9279d78b&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=EDIPROD&Hash=%2b6EL1GViszpwIUgnsqsgXjh0XUMAJoJ%2be"" JLU 17-Mar-25 15:24:  File b8a9eacca3284a6a88837e6c357a0292.tif (Attachment) added to eDocs tab.    2.   Rename 'Included in Total Disbursed Amount' to 'Included in Declaration Total Invoice Amount (16)' with short caption 'Incl. in Total Inv. Amt. (16)'   (under the invoice charges grid for EXP)  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=d232cd30-b153-4462-970a-719956262e42&StorageDocPK=89749c49-df49-4219-979a-d8ea9279d78b&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=EDIPROD&Hash=%2b6EL1GViszpwIUgnsqsgXjh0XUMAJoJ%2be"" JLU 17-Mar-25 15:24:  File b8a9eacca3284a6a88837e6c357a0292.tif (Attachment) added to eDocs tab.    3.  @Sheena  Do we need 'Distribute By'? I feel that it's currently showing unecessary errors.    SCN 20-Mar-25 16:08 GMT+08:00:   'Distribute By' default value has been changed to 'WGT', our clients are notified with this update note.  https://wisetechacademy.com/search?quickstart=8e7f6bce-a5ed-4cc3-8174-fdc3f1d2ec7f    4.  Patch    5.  Publish UPN",minor,Bugfix or defect correction,,,TW,Minor fix captions
WI00900408,CLS,[BIL] Implement Minimum Fee for non-CW1 products,23-04-2025 4:55,Publish,CLS,04-06-2025,Publish Update Note,DEP,7.7,"Do requirement 2 in this work item.  Spec is in HYPERLINK ""https://svc-ediprod.wtg.zone/Services/link/ShowEditForm/WorkItem/a0efa845-7c5c-495e-ae28-daba4f9ab985?lang=en-gb"" WI00894806 - [BIL] Enable Minimum Fee for all pricelists      TXZ:  Design:  1. Get min fee code from registry.  2. Insert the min fee code if the LD does not have usages at all & the LD is a master db.    sample code:  https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FClientExtensions%2FEDI%2FZClientEDI%2FZClientEDI%2FClientConfiguration%2FBillingUsageSchema.cs&version=GBmaster&line=6290&lineEnd=6290&lineStartColumn=1&lineEndColumn=8&lineStyle=plain&_a=contents  EdiGetChargeableUsageGenericUsage     -- insert min fee   DECLARE @SettingsXml XML = (SELECT CAST(SD_BinaryValue AS NVARCHAR(MAX)) FROM dbo.StmData WHERE SD_Name = 'UsageMinimumFeeSettings');   IF @SettingsXml IS NOT NULL    BEGIN    DECLARE @MinFeeCode varchar(3) =     (     SELECT TOP 1 MinFeeCode     FROM     (      SELECT        ProductCode = NodeTable.Item.value('ProductCode[1]', 'varchar(3)'),       MinFeeCode = NodeTable.Item.value('MinimumFeeCode[1]', 'varchar(3)')      FROM         @SettingsXml.nodes('/UsageMinimumFeeSettings/MinimumFeeUsageList/MinimumFeeUsage') AS NodeTable(Item)     ) R WHERE ProductCode = @Category    );       IF @MinFeeCode IS NOT NULL    BEGIN     INSERT INTO @Result (LD_PK, SubCode, UnitCount)     SELECT LD.LD_PK, @MinFeeCode, 1     FROM dbo.LicenceDatabase LD     LEFT JOIN dbo.EdiLicenceDatabaseConsolidationHistory          ON EDH_Period = @Period AND EDH_LD = LD.LD_PK AND EDH_LD_ConsolidatedDatabase != LD.LD_PK      LEFT JOIN @Result R ON R.LD_PK = LD.LD_PK     WHERE LD_Product = @Category       AND LD_LicenceType = 'PRD'       AND LD_IsActive = 1       AND R.LD_PK IS NULL  -- no usages yet.       AND EDH_LD IS NULL;  -- master LD only.    END   END",,,,,[BIL] Implement Minimum Fee for non,CW1 products
WI00854983,CLS,PP: Add Distribution Center Org as a Consolidation Criteria,14-01-2025 4:02,Publish Update Note,CLS,30-05-2025,Publish Update Note,DEP,77.83333333,"BCU 14-May-25 15:26 GMT+10:00:     For functional Testing:    - Please test the Consolidation of Orders for Consolidation locations with these cases:  1) When the Distribution Center for the Order is provided  2) When the Distribution Center for the Order is not provided  3) When the Distribution Center for the Order is overriden    When Distribution Center is provided, its location should be used for determining the consolidation location instead of the consignee. When is not provided or not overriden, the consignee is used as before.      MMC 14-Mar-25 15:25 GMT+11:00:   Very straightforward, When considering Consolidation for an Order it currently groups by Consignee Address PK (as well as the other fields mentioned in CKR's notes).    Technical Suggestion:  If the distribution center is provided and not overriden (dunno why you can put an overriden address for a DC) then use that as the Address PK to consolidate by instead of ConsigneeAddress.  this means that an Order with no DC and with Consignee Address ""123"" and an Order with DC Address ""123"" will be consolidated together.    CKR 14-Jan-25 15:01 GMT+11:00:   Current Functionality: Consolidation currently considers Consignee, Date, Transport Company and Load ID.    Desired Functionality: Ability to consolidate the orders based on DC org.     Planning Poker Notes:    20/11/24 Distribution Centers are a prime candidate for Consolidation activity as there are multiple orders being sent to the same location which can be consolidated in a single handling unit, reducing costs on receiving and transport.    14/01/25: IF a DC is added on the order, it will consolidate by the DC (and not consignee anymore).  ",,,PP,Warehouse / Product & Pricing,Add Distribution Center Org as a Consolidation Criteria,
WI00948865,CLS,CT Enable satellite and street layers,11-08-2025 5:45,Publish,CLS,03-10-2025,Publish Update Note,DEP,28.3,"DBA 11-Aug-25 15:44 GMT+10:00:     DONE: CT Users can switch between clean (current), satellite and one showing street details (Google Maps refers to it as Default map type) layers.    We can keep the Locations Labels but consider the fact this might not be applicable to all layer types (It seems not supported for the Google's default map view that shows streets)    Some more details here (note, some of the changes are in separate WIs, this one is only about the map layers): HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=a91f6074-912b-4969-9671-842bcf19d6b7&StorageDocPK=fa951d05-8263-4401-bca3-3f52472ea2ee&Domain=wtg.zone&Instance=ediProd&Hash=%2bDZ2NSkel1NNIMJ0b0RPyf5HWOxFPMKE%2b"" DBA 11-Aug-25 15:47:  File ct_improvements.xlsx (High Level Design)    LKW 01-Sep-25 16:11 GMT+10:00:   I'd suggest if Location Labels can work with the other map styles (as I see it works on Google Maps)I, the toggle can be kept in CT settings  note that handling Consigment ID is a separate WI - HYPERLINK ""https://ediprod.cw.wisetechglobal.com/link/ShowEditForm/WorkItem/30e8a952-099f-4617-beb1-2328db6d192d?lang=en-gb"" WI00948870 - CT Remove Consignment Number for API users    YFN 02-Sep-25 18:26 GMT+10:00:   1. In MapCompoent.tsx, add useState hook to set the map type (<""roadmap""|""satelliate"">).  2. Use the state at the map layers.  3. Add a set of buttons on top of the map component, with each map type as a button.  4. Question: Hi Dan, may I confirm: for the “street details map view,” would you like the map to simply highlight the available streets where Street View is supported, or should it open directly into the Street View panorama for a given latitude/longitude? Just noting that not all streets have Street View available.    J21 09-Sep-25 15:53 GMT+10:00:   Create following tests:  ShowMapTypeSelections  GoogleMaps_displaysCleanMap_onSelection  GoogleMaps_displaysSatellite_onSelection  GoogleMaps_displaysRoadmap_onSelection  ArcGIS_displaysCleanMap_onSelection  ArcGIS_displaysSatellite_onSelection  ArcGIS_displaysRoadmap_onSelection",,,,,CT Enable satellite and street layers,
WI00836912,CLS,CPR - Update Documentation to link to WTA,29-11-2024 5:04,Update Note,CLS,13-12-2024,Publish update note,DEP,6.8,"EER 29-Nov-24 15:59 GMT+11:00:   DONE    There is a list of UPNs on the MIA Documentation page, with each UPN linking to the approriate WTA source.    EER 29-Nov-24 15:59 GMT+11:00:   This is conceeptually the same as reverting HYPERLINK ""https://devops.wisetechglobal.com/wtg/LogisticsServices/_git/LogisticsServices/pullrequest/286727"" Pull request 286727: WI00823791 - CPR - Call to action button and notification - Repos, however changing the links in appsettings.json from wisetech.intelligencebank.com -> WTA. The WTA links will be available on 2024-12-02.      SRZ 03-Dec-24 14:06 GMT+11:00:   HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=5f6da2cd-90d5-489c-ae02-863466974f9b&StorageDocPK=e2f045d5-63db-446e-9203-16680ff934c2&Hash=%2bHNLk1DcDZXy363rgvrpIHWdda2cA7%2fof&Domain=wtg.zone&Instance=ediProd"" SRZ 03-Dec-24 14:06:  File Market Intelligence & Analytics - Copy.xlsx (Attachment)    Questions to Terri:  1. re Update Note links published within the Market Intelligence and Analytics webb application UPN, it's in the intelligencebank: https://wisetech.intelligencebank.com/customshare/index/LB3Zpn  yes, it's only for internal use, however, just to double check: is it ok that it's not in WTAcademy?  2. re Market Intelligence reports in NEO UPN, Should we add this link? Originally we didn't have a link for this UPN since it's for NEO (not CW) but then it was included into the course.  My opinion is to generate a link since there is a logical connection - the same resource after all    SRZ 03-Dec-24 19:48 GMT+11:00:   HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=5f6da2cd-90d5-489c-ae02-863466974f9b&StorageDocPK=289710d4-8e85-43d4-9646-5e1ded70cc76&Hash=%2bCtnADTty0iteEtgNx8sVzUdH8GeZwBfi&Domain=wtg.zone&Instance=ediProd"" SRZ 03-Dec-24 19:48:  File UPN links for MIA DOc section.xlsx (Attachment)",minor,Documentation or update note only,,,CPR,Update Documentation to link to WTA
WI00848492,CLS,Remove 'Tarrifs & Rates' from UPN sub-header,31-12-2024 0:23,Publish,CLS,10-01-2025,Publish Update Note,DEP,NULL,Done Statement  Remove 'Tarrifs & Rates' from UPN sub-header    https://wisetechacademy.com/search?quickstart=cc9b4199-4b53-4f18-a2b8-c307db0bddf3    https://wisetechacademy.com/search?quickstart=babe1662-3d5a-4854-88cf-4aab2d4a0568    https://wisetechacademy.com/search?quickstart=38bab403-8a8b-4b39-bec5-873788a5dd2a    ,,,,,Remove 'Tarrifs & Rates' from UPN sub,header
WI00946918,CLS,EU tariff changes,05-08-2025 22:26,Publish,CLS,14-08-2025,Publish Update Note,DEP,12.98333333,see eDocs.,,,,,EU tariff changes,
WI00908263,CLS,GCT: Make CAV subject to location update (related ports functionality),13-05-2025 5:15,Publish,CLS,30-05-2025,Publish Update Note,DEP,5.316666667,"DONE: CAV event is subject to location update > Related Port functionality applies to CAV event    Currently, CAV event is not subject to location update  https://wisetechacademy.com/search?quickstart=d3d0f08f-952a-454b-91e7-85522647eaae    Example from HYPERLINK ""edient:Command=ShowEditForm&ControllerID=SupportIncident&BusinessEntityPK=209a0f9b-a416-493f-9f3d-0e3ec28f000f&VersionNumber=25.5.13.4&Domain=wtg.zone&Instance=ediProd&Hash=%2bv4xvtE6G18yI58b5Ujs7Md%2f7C8cAjFdj"" CS01955137 - MONVGLSYD - Missing Events with Port Connect  If the last leg is from NZTRG to NZMKL (Auckland metro port)  Customer entered NZAKL on Routing tab > PortConnect sent CAV with event code NZMKL > CAV does not populate.    SMS 15-May-25 22:35 GMT+10:00: this is an extension of WI00237590 - please refer to HLD in eDocs.   HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=0c59c891-fc29-4146-860c-9575c1b49952&StorageDocPK=05642a63-0bc2-4662-870e-9b2485e726fb&Domain=wtg.zone&Instance=ediProd&Hash=%2boSiHfdIksUKU3jpbNfGmAV4R3%2fFaL4Zl"" SMS 15-May-25 23:27:  File WI00908263_HLD.docx (High Level Design)    DEZ 19-May-25 16:14 GMT+08:00:   Add event type CAV into the list. So far didn't find any extra work need for CAV.     static readonly string[] AcceptedEventTypes =  {   Constants.EventType.Departure,   Constants.EventType.GateIn,   Constants.EventType.Loaded,   Constants.EventType.Arrival,   Constants.EventType.GateOut,   Constants.EventType.Unloaded,   Constants.EventType.StatusUpdate  };",,,GCT,GCT,Make CAV subject to location update (related ports functionality),
WI00943876,CLS,Korea eInv - Transmit&Print Office ID according to Invoice Address,30-07-2025 9:15,Publish,CLS,26-09-2025,Publish Update Note,DEP,35.26666667,"HDG 30-Jul-25 17:13 GMT+08:00:   According to attached discussion, we should allow user to define Office ID (KE-08) for different address and transmit correct Office ID according to the Invoice Address used.   HLD HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=6cbe00ed-9ea9-4c87-a6c7-a961eb60a316&StorageDocPK=cab1de86-d4db-4978-a0a5-40ecce1e3368&Domain=wtg.zone&Instance=ediProd&Hash=%2bnVg8BFlTHgO2AFmWUm%2frsquExgwAITVb"" HDG 20-Aug-25 13:20:  File WI00943876 - Korea eInv - Transmit&Print Office ID according to Invoice Address-HLD_v2.xlsx (High Level Design)    CN 06-Oct-25 13:21 GMT+08:00: Published TEG word copy: https://wisetech.intelligencebank.com/resource/resource/info/aee90a691c054f089dd499390abf59f2",major,New or updated regulatory framework,,,Korea eInv,Transmit&Print Office ID according to Invoice Address
WI00887414,CLS,Add MELT to PRODCUT CODE,24-03-2025 12:24,Publish,CLS,26-05-2025,Publish Update Note,DEP,27.61666667,see eDocs.,,,,,Add MELT to PRODCUT CODE,
WI00869797,CLS,FR e-Inv - Suffixe and Routage,16-02-2025 11:16,Publish,CLS,10-04-2025,Publish Update Note,DEP,24.15,JJ1 16-Feb-25 22:54 GMT+11:00:   Two new IDs are required for French organizations: Suffixe and Routage    They require additional and separate validations.    Suffixe can only be populated if the alreday existing SIRET ID is not recorded - and vice versa. In other words only one of these two IDs may be recorded for an organization.    The new Routage ID may ONLY be recorded if the SIRET ID is also recorded.,minor,Bugfix or defect correction,,,FR e,Inv - Suffixe and Routage
WI00912558,CLS,IsActive error handling on Job Workflow Panel,21-05-2025 23:32,Publish Update Note,CLS,06-06-2025,Publish Update Note,DEP,9.55,"VYG 22-May-25 09:30 GMT+10:00: On the job workflow panel, if an active workflow is selected alongside an active job to be deactivated, the wf should be deactivated and an error should be thrown for the job.  On single cases, handle them respectively ",,,,,IsActive error handling on Job Workflow Panel,
WI00883053,CLS,Add 'Audit Log' tab in AR/AP Payment form,13-03-2025 8:43,Publish,CLS,13-08-2025,Publish Update Note,DEP,58.66666667,"ANY 13-Mar-25 11:16 GMT+11:00:   Reference:  HYPERLINK ""https://wisetechglobal.sharepoint.com/:w:/s/ArchiveManager/EUUiOSoELGRNsSGhAzlT16kBowtezPrVVdNV3H4dxM3N9g?e=FWtKxN"" STMAlog Instructions.docx      HDG 02-Jul-25 14:40 GMT+08:00:   DONE STATEMENT:  Audit Log tab should be visible in Payables/Receivables - Payment Processing' module > Payment  UPN is required  Do not delete ADD/EDT    HDG 23-Jul-25 19:21 GMT+08:00:  Move below task to HYPERLINK ""https://ediprod.cw.wisetechglobal.com/link/ShowEditForm/WorkItem/e41cb9ce-138d-41dd-8c24-49ae8bf2e8cd?lang=en-gb"" WI00941290 - Use new event to replace EDT event in listed tables   TAN is required  Data transformation is required  Use new event type AEL to replace EDT  Workflow trigger should work    VLC 03-Jul-25 09:51 GMT+08:00:   Important notes:  1. Prevent creating ADD/EDT automatically from AccPaymentApproval table.  2. Replace EDT event with AEL event for these references:  Check number has been updated during reprinting. Was {OldValue} Now {NewValue}  Payment Cancelled  3. Add 'Audit Log' tab in 'Payables/Receivables > Payment Processing > Payment form'.  4. Audit Data should contain the records for AccPaymentApproval and AccPaymentApprovalItem (for payment details)  5. If another user Reject/Authorize/Unauthorize/Cancel the payment, system will try to send a notification email to the payment creator user. We need to make sure this functionality works well and the content is complete (especially the 'Created on: ' date information in the email content).  6. When printing Payment Voucher, 'Payment Prepared By' should display the creator's name correctly at the bottom of the printed document.  7. The Payment form supports workflow, so we need to set workflow trigger actions to test if it still works.      ",minor,Logging or audit-only change,,,Add 'Audit Log' tab in AR/AP Payment form,
WI00868401,CLS,DE AR E-inv: Issue warning on missing IBAN in Europe,13-02-2025 14:51,Publish,CLS,21-05-2025,Publish Update Note,DEP,32.38333333,"JJ1 14-Feb-25 01:45 GMT+11:00:   All European countries have IBAN numbers available and having them recorded in the system is important for international transfers. Issuing a warning if the IBAN is missing makes sense.    There are many other countries having using IBAN, but since I am not sure if they are actively using it, the warning will be limited to the european countries for now:    Austria (AT)  Belgium (BE)  Bulgaria (BG)  Croatia (HR)  Cyprus (CY)  Czechia (CZ)  Denmark (DK)  Estonia (EE)  Finland (FI)  France (FR)  Germany (DE)  Greece (GR (Eurostat: EL))  Hungary (HU)  Ireland (IE)  Italy (IT)  Latvia (LV)  Lithuania (LT)  Luxembourg (LU)  Malta (MT)  Netherlands (NL)  Poland (PL)  Portugal (PT)  Romania (RO)  Slovakia (SK)  Slovenia (SI)  Spain (ES)  Sweden (SE)  Iceland (IS)  Liechtenstein (LI)  Norway (NO)  Switzerland (CH)  Albania (AL)  Bosnia and Herzegovina (BA)  Moldova, Republic of (MD)  Montenegro (ME)  North Macedonia (MK)  Serbia (RS)  Turkey (TR)  Ukraine (UA)  Andorra (AD)  Belarus (BY)  Monaco (MC)  Russian Federation (RU)  San Marino (SM)  United Kingdom (GB)    Maybe there is a property on each country like continent that can be used.",,,DE AR E-inv,DE AR E-inv,Issue warning on missing IBAN in Europe,
WI00847575,CLS,Job Profit - All Job Types - Show Reversed WIP/ACR,26-12-2024 1:23,Publish,CLS,04-03-2025,Publish Update Note,DEP,40.93333333,"JEB 26-Dec-24 09:29 GMT+08:00:   Refer to HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=87784c17-d7c4-4e83-a451-a107ed63e555&VersionNumber=24.12.24.66&Domain=wtg.zone&Instance=ediProd&Hash=%2bJPmhb243wrNT42hCDkBLzZzLCrohodCP"" WI00845828 - Forwarding and Customs Transaction Detail - Add Show Reversed WIP/ACR Filter    Job Profit - ALl Job Types.   Add the following filters and columns:     1. Show Reversed WIP/ACR transactions     Please refer to more information in HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=dcfbd7c9-71a7-443d-a0dd-a8af51982004&StorageDocPK=bcf1495f-0775-4078-a877-fb53e4142477&Hash=%2bWn9TSIH1BNXj3EF9fcWY%2bJr%2bG7IsjYCe&Domain=wtg.zone&Instance=ediProd"" JEB 26-Dec-24 09:30:  File WI00842071 - HLD V2.xlsx (High Level Design)    LZ2 30-Dec-24 09:36 GMT+08:00:     This wi is chunk.    HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=4270dab8-406a-40f1-afa4-348bd40e58fc&VersionNumber=24.12.29.8&Domain=wtg.zone&Instance=ediProd&Hash=%2bkTVmkV2z7yQIR7AUZ8osFZ3TqNDK%2f3WT"" WI00848161 - Job Profit - Show Reversed WIP/ACR Chunk1  HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=543a392a-a1f3-4968-bbb1-5c06eaadd222&VersionNumber=24.12.29.8&Domain=wtg.zone&Instance=ediProd&Hash=%2b395e5xTTC%2fEfj86lkJqxIfaHm41bar2l"" WI00848164 - Job Profit - Show Reversed WIP/ACR Chunk2  HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=a229d0fa-8c18-4b8b-a079-998b5c180d85&VersionNumber=24.12.29.8&Domain=wtg.zone&Instance=ediProd&Hash=%2by5YSlnjGRpPu1ZR8RAtkALzDFrPr9I63"" WI00848171 - Job Profit - Show Reversed WIP/ACR Chunk3",,,,,Job Profit,All Job Types - Show Reversed WIP/ACR
WI00885576,CLS,ACAS - Item 7 - Customer Account Issuer [NEW LOGIC],19-03-2025 5:46,Publish,CLS,24-04-2025,Publish Update Note,DEP,6.883333333,"TL4 26-Mar-25 14:18 GMT+11:00:     Desciption:  The ACAS item 7 ""customer account issuer"" product design changes from ""Two Character Code"" to ""three-digit MAWB prefix"".    Reason for Change:  Change of product HLD.    Existing Issue (for defects only):  n/a    Done statement:  (Copy from product team notes below) The Customer Account Issuer (AI) for a non-direct FWB will capture the three-digit MAWB prefix for ACAS reporting purposes.    Suggested Changes (Detailed Build Design):  Change this line   https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FProduct%2FOperations%2FFreight%2FForwarding%2FForwarding.Business%2FExportAWB%2FExportAWBHeader%2FCountryHandlers%2FUsaACASCountryHandler.cs&version=GBmaster&line=339&lineEnd=340&lineStartColumn=1&lineEndColumn=81&lineStyle=plain&_a=contents  to:  return consolHeader.Consol?.ShippingLine?.MiscServ?.Airline?.RM_EagleAddedAirlinePrefixOrAccountingCode;      RNR 20-Mar-25 09:05 GMT+11:00: This WI is required to correct the current logic for capturing and reporting the Customer Account Issuer for non-direct FWB from two-letter Airline code to three-digit MAWB prefix - this is as per Page 11 (Item 15) of https://www.cbp.gov/sites/default/files/2024-09/Enhanced%20ACAS%20FAQ%20CBP%20V2.3%20Sep%2023%20%28508%20compliant%29_0.pdf.    RNR 19-Mar-25 16:52 GMT+11:00: Done: The Customer Account Issuer (AI) for a non-direct FWB will capture the three-digit MAWB prefix for ACAS reporting purposes.",,,,,ACAS,Item 7 - Customer Account Issuer [NEW LOGIC]
